Format,1.0B,
Memory Length,10000,Memory Length,10000,Memory Length,10000,
IntpDistance,0,IntpDistance,0,IntpDistance,0,
Trigger Address,-2251,Trigger Address,-2251,Trigger Address,-2251,
Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,
Source,CH2,Source,CH3,Source,CH4,
Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Units Div,0,Vertical Units Div,0,Vertical Units Div,0,
Vertical Units Extend Div,15,Vertical Units Extend Div,15,Vertical Units Extend Div,15,
Label, ,Label, ,Label, ,
Probe Type,0,Probe Type,0,Probe Type,0,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Scale,1.000E+00,Vertical Scale,5.000E-02,Vertical Scale,2.000E+00,
Vertical Position,2.840E+00,Vertical Position,2.000E-01,Vertical Position,-8.000E-02,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,
Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
SincET Mode,Real Time,SincET Mode,Real Time,SincET Mode,Real Time,
Sampling Period,5.000E-07,Sampling Period,5.000E-07,Sampling Period,5.000E-07,
Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,
Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,
Firmware,V1.09,Firmware,V1.09,Firmware,V1.09,
Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,
1.253500e-03,2.720000,1.253500e-03,-0.008000,1.253500e-03,1.840000,
1.254000e-03,2.720000,1.254000e-03,-0.024000,1.254000e-03,1.840000,
1.254500e-03,2.760000,1.254500e-03,-0.030000,1.254500e-03,1.840000,
1.255000e-03,2.760000,1.255000e-03,-0.024000,1.255000e-03,1.840000,
1.255500e-03,2.720000,1.255500e-03,-0.032000,1.255500e-03,1.840000,
1.256000e-03,2.720000,1.256000e-03,-0.024000,1.256000e-03,1.840000,
1.256500e-03,2.720000,1.256500e-03,-0.024000,1.256500e-03,1.840000,
1.257000e-03,2.720000,1.257000e-03,-0.022000,1.257000e-03,1.840000,
1.257500e-03,2.760000,1.257500e-03,-0.030000,1.257500e-03,1.840000,
1.258000e-03,2.760000,1.258000e-03,-0.030000,1.258000e-03,1.920000,
1.258500e-03,2.720000,1.258500e-03,-0.016000,1.258500e-03,1.840000,
1.259000e-03,2.720000,1.259000e-03,-0.014000,1.259000e-03,1.840000,
1.259500e-03,2.720000,1.259500e-03,-0.016000,1.259500e-03,1.920000,
1.260000e-03,2.720000,1.260000e-03,-0.006000,1.260000e-03,1.840000,
1.260500e-03,2.720000,1.260500e-03,-0.016000,1.260500e-03,1.840000,
1.261000e-03,2.720000,1.261000e-03,-0.028000,1.261000e-03,1.840000,
1.261500e-03,2.720000,1.261500e-03,-0.028000,1.261500e-03,1.840000,
1.262000e-03,2.720000,1.262000e-03,-0.024000,1.262000e-03,1.840000,
1.262500e-03,2.720000,1.262500e-03,-0.022000,1.262500e-03,1.920000,
1.263000e-03,2.720000,1.263000e-03,-0.022000,1.263000e-03,1.840000,
1.263500e-03,2.760000,1.263500e-03,-0.020000,1.263500e-03,1.920000,
1.264000e-03,2.720000,1.264000e-03,-0.014000,1.264000e-03,1.920000,
1.264500e-03,2.720000,1.264500e-03,-0.048000,1.264500e-03,1.920000,
1.265000e-03,2.720000,1.265000e-03,-0.020000,1.265000e-03,1.920000,
1.265500e-03,2.720000,1.265500e-03,-0.024000,1.265500e-03,1.920000,
1.266000e-03,2.720000,1.266000e-03,-0.028000,1.266000e-03,1.920000,
1.266500e-03,2.760000,1.266500e-03,-0.028000,1.266500e-03,1.920000,
1.267000e-03,2.760000,1.267000e-03,-0.022000,1.267000e-03,1.920000,
1.267500e-03,2.760000,1.267500e-03,-0.028000,1.267500e-03,1.920000,
1.268000e-03,2.720000,1.268000e-03,-0.036000,1.268000e-03,1.920000,
1.268500e-03,2.720000,1.268500e-03,-0.028000,1.268500e-03,1.920000,
1.269000e-03,2.760000,1.269000e-03,-0.030000,1.269000e-03,1.920000,
1.269500e-03,2.720000,1.269500e-03,-0.028000,1.269500e-03,1.920000,
1.270000e-03,2.720000,1.270000e-03,-0.030000,1.270000e-03,1.920000,
1.270500e-03,2.720000,1.270500e-03,-0.016000,1.270500e-03,1.920000,
1.271000e-03,2.760000,1.271000e-03,-0.014000,1.271000e-03,1.920000,
1.271500e-03,2.720000,1.271500e-03,-0.020000,1.271500e-03,1.920000,
1.272000e-03,2.720000,1.272000e-03,-0.028000,1.272000e-03,1.920000,
1.272500e-03,2.720000,1.272500e-03,-0.020000,1.272500e-03,1.920000,
1.273000e-03,2.760000,1.273000e-03,-0.022000,1.273000e-03,1.920000,
1.273500e-03,2.720000,1.273500e-03,-0.020000,1.273500e-03,1.920000,
1.274000e-03,2.720000,1.274000e-03,-0.022000,1.274000e-03,1.920000,
1.274500e-03,2.720000,1.274500e-03,-0.024000,1.274500e-03,1.920000,
1.275000e-03,2.720000,1.275000e-03,-0.024000,1.275000e-03,1.920000,
1.275500e-03,2.760000,1.275500e-03,-0.030000,1.275500e-03,1.920000,
1.276000e-03,2.760000,1.276000e-03,-0.036000,1.276000e-03,1.920000,
1.276500e-03,2.760000,1.276500e-03,-0.032000,1.276500e-03,1.920000,
1.277000e-03,2.760000,1.277000e-03,-0.032000,1.277000e-03,1.920000,
1.277500e-03,2.720000,1.277500e-03,-0.028000,1.277500e-03,1.920000,
1.278000e-03,2.720000,1.278000e-03,-0.028000,1.278000e-03,1.920000,
1.278500e-03,2.760000,1.278500e-03,-0.028000,1.278500e-03,1.920000,
1.279000e-03,2.760000,1.279000e-03,-0.014000,1.279000e-03,1.920000,
1.279500e-03,2.760000,1.279500e-03,-0.036000,1.279500e-03,1.920000,
1.280000e-03,2.760000,1.280000e-03,-0.016000,1.280000e-03,1.920000,
1.280500e-03,2.720000,1.280500e-03,-0.032000,1.280500e-03,1.920000,
1.281000e-03,2.720000,1.281000e-03,-0.012000,1.281000e-03,1.920000,
1.281500e-03,2.760000,1.281500e-03,-0.028000,1.281500e-03,1.920000,
1.282000e-03,2.720000,1.282000e-03,-0.028000,1.282000e-03,1.920000,
1.282500e-03,2.720000,1.282500e-03,-0.020000,1.282500e-03,1.920000,
1.283000e-03,2.760000,1.283000e-03,-0.012000,1.283000e-03,1.920000,
1.283500e-03,2.720000,1.283500e-03,-0.024000,1.283500e-03,1.920000,
1.284000e-03,2.720000,1.284000e-03,-0.020000,1.284000e-03,1.920000,
1.284500e-03,2.720000,1.284500e-03,-0.016000,1.284500e-03,1.920000,
1.285000e-03,2.720000,1.285000e-03,-0.020000,1.285000e-03,1.920000,
1.285500e-03,2.720000,1.285500e-03,-0.032000,1.285500e-03,1.920000,
1.286000e-03,2.720000,1.286000e-03,-0.020000,1.286000e-03,1.920000,
1.286500e-03,2.720000,1.286500e-03,-0.036000,1.286500e-03,1.920000,
1.287000e-03,2.720000,1.287000e-03,-0.028000,1.287000e-03,1.920000,
1.287500e-03,2.720000,1.287500e-03,-0.012000,1.287500e-03,1.920000,
1.288000e-03,2.720000,1.288000e-03,-0.032000,1.288000e-03,1.920000,
1.288500e-03,2.720000,1.288500e-03,-0.024000,1.288500e-03,1.920000,
1.289000e-03,2.760000,1.289000e-03,-0.016000,1.289000e-03,1.920000,
1.289500e-03,2.760000,1.289500e-03,-0.030000,1.289500e-03,1.920000,
1.290000e-03,2.720000,1.290000e-03,-0.036000,1.290000e-03,1.920000,
1.290500e-03,2.720000,1.290500e-03,-0.020000,1.290500e-03,1.920000,
1.291000e-03,2.720000,1.291000e-03,-0.016000,1.291000e-03,1.920000,
1.291500e-03,2.720000,1.291500e-03,-0.004000,1.291500e-03,1.920000,
1.292000e-03,2.720000,1.292000e-03,-0.032000,1.292000e-03,1.920000,
1.292500e-03,2.760000,1.292500e-03,-0.006000,1.292500e-03,1.920000,
1.293000e-03,2.720000,1.293000e-03,-0.014000,1.293000e-03,1.920000,
1.293500e-03,2.720000,1.293500e-03,-0.032000,1.293500e-03,1.920000,
1.294000e-03,2.720000,1.294000e-03,-0.022000,1.294000e-03,1.920000,
1.294500e-03,2.720000,1.294500e-03,-0.006000,1.294500e-03,1.920000,
1.295000e-03,2.720000,1.295000e-03,-0.012000,1.295000e-03,1.920000,
1.295500e-03,2.720000,1.295500e-03,-0.016000,1.295500e-03,1.920000,
1.296000e-03,2.720000,1.296000e-03,-0.020000,1.296000e-03,1.920000,
1.296500e-03,2.720000,1.296500e-03,-0.028000,1.296500e-03,1.920000,
1.297000e-03,2.720000,1.297000e-03,-0.006000,1.297000e-03,2.000000,
1.297500e-03,2.720000,1.297500e-03,-0.014000,1.297500e-03,1.920000,
1.298000e-03,2.720000,1.298000e-03,-0.020000,1.298000e-03,1.920000,
1.298500e-03,2.720000,1.298500e-03,-0.014000,1.298500e-03,2.000000,
1.299000e-03,2.760000,1.299000e-03,-0.022000,1.299000e-03,2.000000,
1.299500e-03,2.720000,1.299500e-03,-0.012000,1.299500e-03,1.920000,
1.300000e-03,2.720000,1.300000e-03,-0.036000,1.300000e-03,1.920000,
1.300500e-03,2.720000,1.300500e-03,-0.030000,1.300500e-03,1.920000,
1.301000e-03,2.720000,1.301000e-03,-0.022000,1.301000e-03,2.000000,
1.301500e-03,2.760000,1.301500e-03,-0.016000,1.301500e-03,2.000000,
1.302000e-03,2.720000,1.302000e-03,-0.024000,1.302000e-03,2.000000,
1.302500e-03,2.720000,1.302500e-03,-0.022000,1.302500e-03,2.000000,
1.303000e-03,2.720000,1.303000e-03,-0.016000,1.303000e-03,2.000000,
1.303500e-03,2.720000,1.303500e-03,-0.032000,1.303500e-03,1.920000,
1.304000e-03,2.720000,1.304000e-03,-0.016000,1.304000e-03,2.000000,
1.304500e-03,2.720000,1.304500e-03,-0.014000,1.304500e-03,1.920000,
1.305000e-03,2.720000,1.305000e-03,-0.016000,1.305000e-03,2.000000,
1.305500e-03,2.720000,1.305500e-03,-0.022000,1.305500e-03,2.000000,
1.306000e-03,2.720000,1.306000e-03,-0.020000,1.306000e-03,2.000000,
1.306500e-03,2.720000,1.306500e-03,-0.012000,1.306500e-03,2.000000,
1.307000e-03,2.720000,1.307000e-03,-0.012000,1.307000e-03,2.000000,
1.307500e-03,2.720000,1.307500e-03,-0.020000,1.307500e-03,2.000000,
1.308000e-03,2.720000,1.308000e-03,-0.012000,1.308000e-03,2.000000,
1.308500e-03,2.720000,1.308500e-03,-0.028000,1.308500e-03,2.000000,
1.309000e-03,2.720000,1.309000e-03,-0.006000,1.309000e-03,2.000000,
1.309500e-03,2.720000,1.309500e-03,-0.014000,1.309500e-03,2.000000,
1.310000e-03,2.720000,1.310000e-03,-0.030000,1.310000e-03,2.000000,
1.310500e-03,2.720000,1.310500e-03,-0.008000,1.310500e-03,2.000000,
1.311000e-03,2.760000,1.311000e-03,-0.012000,1.311000e-03,2.000000,
1.311500e-03,2.720000,1.311500e-03,-0.024000,1.311500e-03,2.000000,
1.312000e-03,2.720000,1.312000e-03,-0.014000,1.312000e-03,2.000000,
1.312500e-03,2.720000,1.312500e-03,-0.014000,1.312500e-03,2.000000,
1.313000e-03,2.760000,1.313000e-03,-0.012000,1.313000e-03,2.000000,
1.313500e-03,2.760000,1.313500e-03,-0.032000,1.313500e-03,2.000000,
1.314000e-03,2.720000,1.314000e-03,0.006000,1.314000e-03,2.000000,
1.314500e-03,2.720000,1.314500e-03,-0.020000,1.314500e-03,2.000000,
1.315000e-03,2.720000,1.315000e-03,-0.014000,1.315000e-03,2.000000,
1.315500e-03,2.760000,1.315500e-03,-0.032000,1.315500e-03,2.000000,
1.316000e-03,2.720000,1.316000e-03,-0.006000,1.316000e-03,2.000000,
1.316500e-03,2.760000,1.316500e-03,-0.032000,1.316500e-03,2.000000,
1.317000e-03,2.760000,1.317000e-03,0.000000,1.317000e-03,2.000000,
1.317500e-03,2.720000,1.317500e-03,-0.020000,1.317500e-03,2.000000,
1.318000e-03,2.720000,1.318000e-03,-0.008000,1.318000e-03,2.000000,
1.318500e-03,2.720000,1.318500e-03,-0.016000,1.318500e-03,2.000000,
1.319000e-03,2.720000,1.319000e-03,-0.008000,1.319000e-03,2.000000,
1.319500e-03,2.720000,1.319500e-03,-0.006000,1.319500e-03,2.000000,
1.320000e-03,2.760000,1.320000e-03,-0.028000,1.320000e-03,2.000000,
1.320500e-03,2.720000,1.320500e-03,-0.008000,1.320500e-03,2.000000,
1.321000e-03,2.720000,1.321000e-03,0.004000,1.321000e-03,2.000000,
1.321500e-03,2.720000,1.321500e-03,-0.024000,1.321500e-03,2.000000,
1.322000e-03,2.720000,1.322000e-03,-0.028000,1.322000e-03,2.000000,
1.322500e-03,2.760000,1.322500e-03,-0.020000,1.322500e-03,2.000000,
1.323000e-03,2.760000,1.323000e-03,-0.012000,1.323000e-03,2.000000,
1.323500e-03,2.720000,1.323500e-03,-0.016000,1.323500e-03,2.000000,
1.324000e-03,2.720000,1.324000e-03,-0.012000,1.324000e-03,2.000000,
1.324500e-03,2.720000,1.324500e-03,-0.014000,1.324500e-03,2.000000,
1.325000e-03,2.720000,1.325000e-03,-0.012000,1.325000e-03,2.000000,
1.325500e-03,2.720000,1.325500e-03,0.004000,1.325500e-03,2.000000,
1.326000e-03,2.720000,1.326000e-03,-0.004000,1.326000e-03,2.000000,
1.326500e-03,2.760000,1.326500e-03,-0.008000,1.326500e-03,2.000000,
1.327000e-03,2.760000,1.327000e-03,0.002000,1.327000e-03,2.000000,
1.327500e-03,2.720000,1.327500e-03,-0.006000,1.327500e-03,2.000000,
1.328000e-03,2.720000,1.328000e-03,-0.004000,1.328000e-03,2.000000,
1.328500e-03,2.720000,1.328500e-03,-0.008000,1.328500e-03,2.000000,
1.329000e-03,2.720000,1.329000e-03,0.010000,1.329000e-03,2.000000,
1.329500e-03,2.720000,1.329500e-03,-0.006000,1.329500e-03,2.000000,
1.330000e-03,2.720000,1.330000e-03,-0.008000,1.330000e-03,2.000000,
1.330500e-03,2.720000,1.330500e-03,0.004000,1.330500e-03,2.000000,
1.331000e-03,2.720000,1.331000e-03,0.020000,1.331000e-03,2.000000,
1.331500e-03,2.720000,1.331500e-03,-0.004000,1.331500e-03,2.000000,
1.332000e-03,2.720000,1.332000e-03,-0.016000,1.332000e-03,2.000000,
1.332500e-03,2.720000,1.332500e-03,-0.012000,1.332500e-03,2.000000,
1.333000e-03,2.720000,1.333000e-03,-0.012000,1.333000e-03,2.000000,
1.333500e-03,2.720000,1.333500e-03,0.000000,1.333500e-03,2.000000,
1.334000e-03,2.720000,1.334000e-03,-0.022000,1.334000e-03,2.000000,
1.334500e-03,2.720000,1.334500e-03,0.002000,1.334500e-03,2.000000,
1.335000e-03,2.720000,1.335000e-03,-0.022000,1.335000e-03,2.000000,
1.335500e-03,2.720000,1.335500e-03,-0.006000,1.335500e-03,2.000000,
1.336000e-03,2.720000,1.336000e-03,-0.004000,1.336000e-03,2.000000,
1.336500e-03,2.720000,1.336500e-03,-0.032000,1.336500e-03,2.000000,
1.337000e-03,2.720000,1.337000e-03,-0.024000,1.337000e-03,2.000000,
1.337500e-03,2.720000,1.337500e-03,-0.008000,1.337500e-03,2.000000,
1.338000e-03,2.760000,1.338000e-03,-0.012000,1.338000e-03,2.000000,
1.338500e-03,2.720000,1.338500e-03,0.006000,1.338500e-03,2.000000,
1.339000e-03,2.720000,1.339000e-03,0.010000,1.339000e-03,2.000000,
1.339500e-03,2.720000,1.339500e-03,-0.008000,1.339500e-03,2.000000,
1.340000e-03,2.720000,1.340000e-03,-0.004000,1.340000e-03,2.000000,
1.340500e-03,2.720000,1.340500e-03,0.000000,1.340500e-03,2.000000,
1.341000e-03,2.720000,1.341000e-03,-0.012000,1.341000e-03,2.000000,
1.341500e-03,2.720000,1.341500e-03,-0.004000,1.341500e-03,2.080000,
1.342000e-03,2.760000,1.342000e-03,-0.006000,1.342000e-03,2.080000,
1.342500e-03,2.760000,1.342500e-03,0.002000,1.342500e-03,2.080000,
1.343000e-03,2.720000,1.343000e-03,-0.008000,1.343000e-03,2.080000,
1.343500e-03,2.720000,1.343500e-03,-0.006000,1.343500e-03,2.080000,
1.344000e-03,2.720000,1.344000e-03,0.012000,1.344000e-03,2.080000,
1.344500e-03,2.760000,1.344500e-03,0.002000,1.344500e-03,2.080000,
1.345000e-03,2.720000,1.345000e-03,-0.006000,1.345000e-03,2.080000,
1.345500e-03,2.720000,1.345500e-03,-0.016000,1.345500e-03,2.000000,
1.346000e-03,2.720000,1.346000e-03,-0.016000,1.346000e-03,2.080000,
1.346500e-03,2.720000,1.346500e-03,0.010000,1.346500e-03,2.080000,
1.347000e-03,2.760000,1.347000e-03,0.000000,1.347000e-03,2.080000,
1.347500e-03,2.720000,1.347500e-03,0.006000,1.347500e-03,2.080000,
1.348000e-03,2.720000,1.348000e-03,-0.016000,1.348000e-03,2.080000,
1.348500e-03,2.720000,1.348500e-03,0.002000,1.348500e-03,2.080000,
1.349000e-03,2.720000,1.349000e-03,0.004000,1.349000e-03,2.080000,
1.349500e-03,2.720000,1.349500e-03,-0.028000,1.349500e-03,2.080000,
1.350000e-03,2.760000,1.350000e-03,-0.006000,1.350000e-03,2.080000,
1.350500e-03,2.720000,1.350500e-03,0.006000,1.350500e-03,2.080000,
1.351000e-03,2.760000,1.351000e-03,-0.014000,1.351000e-03,2.080000,
1.351500e-03,2.720000,1.351500e-03,0.010000,1.351500e-03,2.080000,
1.352000e-03,2.760000,1.352000e-03,-0.014000,1.352000e-03,2.080000,
1.352500e-03,2.760000,1.352500e-03,-0.008000,1.352500e-03,2.080000,
1.353000e-03,2.720000,1.353000e-03,0.006000,1.353000e-03,2.080000,
1.353500e-03,2.720000,1.353500e-03,-0.006000,1.353500e-03,2.080000,
1.354000e-03,2.720000,1.354000e-03,-0.004000,1.354000e-03,2.080000,
1.354500e-03,2.760000,1.354500e-03,0.012000,1.354500e-03,2.080000,
1.355000e-03,2.760000,1.355000e-03,-0.020000,1.355000e-03,2.080000,
1.355500e-03,2.720000,1.355500e-03,-0.004000,1.355500e-03,2.080000,
1.356000e-03,2.720000,1.356000e-03,0.010000,1.356000e-03,2.080000,
1.356500e-03,2.720000,1.356500e-03,0.006000,1.356500e-03,2.080000,
1.357000e-03,2.720000,1.357000e-03,0.006000,1.357000e-03,2.080000,
1.357500e-03,2.720000,1.357500e-03,-0.004000,1.357500e-03,2.080000,
1.358000e-03,2.720000,1.358000e-03,0.014000,1.358000e-03,2.080000,
1.358500e-03,2.720000,1.358500e-03,-0.006000,1.358500e-03,2.080000,
1.359000e-03,2.720000,1.359000e-03,-0.006000,1.359000e-03,2.080000,
1.359500e-03,2.720000,1.359500e-03,0.014000,1.359500e-03,2.080000,
1.360000e-03,2.720000,1.360000e-03,-0.012000,1.360000e-03,2.080000,
1.360500e-03,2.720000,1.360500e-03,0.026000,1.360500e-03,2.080000,
1.361000e-03,2.760000,1.361000e-03,0.014000,1.361000e-03,2.080000,
1.361500e-03,2.720000,1.361500e-03,-0.008000,1.361500e-03,2.080000,
1.362000e-03,2.720000,1.362000e-03,0.006000,1.362000e-03,2.080000,
1.362500e-03,2.760000,1.362500e-03,-0.014000,1.362500e-03,2.080000,
1.363000e-03,2.720000,1.363000e-03,0.012000,1.363000e-03,2.080000,
1.363500e-03,2.760000,1.363500e-03,0.012000,1.363500e-03,2.080000,
1.364000e-03,2.760000,1.364000e-03,0.004000,1.364000e-03,2.080000,
1.364500e-03,2.720000,1.364500e-03,0.020000,1.364500e-03,2.080000,
1.365000e-03,2.720000,1.365000e-03,0.000000,1.365000e-03,2.080000,
1.365500e-03,2.720000,1.365500e-03,-0.014000,1.365500e-03,2.080000,
1.366000e-03,2.720000,1.366000e-03,-0.014000,1.366000e-03,2.080000,
1.366500e-03,2.760000,1.366500e-03,0.004000,1.366500e-03,2.080000,
1.367000e-03,2.760000,1.367000e-03,-0.006000,1.367000e-03,2.080000,
1.367500e-03,2.720000,1.367500e-03,0.002000,1.367500e-03,2.080000,
1.368000e-03,2.720000,1.368000e-03,0.010000,1.368000e-03,2.080000,
1.368500e-03,2.720000,1.368500e-03,0.020000,1.368500e-03,2.080000,
1.369000e-03,2.720000,1.369000e-03,0.010000,1.369000e-03,2.080000,
1.369500e-03,2.720000,1.369500e-03,0.000000,1.369500e-03,2.080000,
1.370000e-03,2.720000,1.370000e-03,0.030000,1.370000e-03,2.080000,
1.370500e-03,2.720000,1.370500e-03,0.000000,1.370500e-03,2.080000,
1.371000e-03,2.720000,1.371000e-03,0.010000,1.371000e-03,2.080000,
1.371500e-03,2.720000,1.371500e-03,0.004000,1.371500e-03,2.080000,
1.372000e-03,2.720000,1.372000e-03,0.020000,1.372000e-03,2.080000,
1.372500e-03,2.720000,1.372500e-03,0.004000,1.372500e-03,2.080000,
1.373000e-03,2.720000,1.373000e-03,0.022000,1.373000e-03,2.080000,
1.373500e-03,2.720000,1.373500e-03,0.006000,1.373500e-03,2.080000,
1.374000e-03,2.720000,1.374000e-03,0.014000,1.374000e-03,2.080000,
1.374500e-03,2.760000,1.374500e-03,0.002000,1.374500e-03,2.080000,
1.375000e-03,2.720000,1.375000e-03,0.000000,1.375000e-03,2.080000,
1.375500e-03,2.760000,1.375500e-03,0.006000,1.375500e-03,2.080000,
1.376000e-03,2.720000,1.376000e-03,0.020000,1.376000e-03,2.160000,
1.376500e-03,2.760000,1.376500e-03,0.010000,1.376500e-03,2.080000,
1.377000e-03,2.760000,1.377000e-03,-0.006000,1.377000e-03,2.080000,
1.377500e-03,2.760000,1.377500e-03,-0.004000,1.377500e-03,2.080000,
1.378000e-03,2.760000,1.378000e-03,0.012000,1.378000e-03,2.080000,
1.378500e-03,2.720000,1.378500e-03,0.006000,1.378500e-03,2.080000,
1.379000e-03,2.720000,1.379000e-03,0.022000,1.379000e-03,2.080000,
1.379500e-03,2.760000,1.379500e-03,0.004000,1.379500e-03,2.080000,
1.380000e-03,2.760000,1.380000e-03,0.012000,1.380000e-03,2.160000,
1.380500e-03,2.720000,1.380500e-03,0.022000,1.380500e-03,2.080000,
1.381000e-03,2.720000,1.381000e-03,0.014000,1.381000e-03,2.080000,
1.381500e-03,2.760000,1.381500e-03,0.028000,1.381500e-03,2.160000,
1.382000e-03,2.720000,1.382000e-03,0.014000,1.382000e-03,2.160000,
1.382500e-03,2.760000,1.382500e-03,0.000000,1.382500e-03,2.160000,
1.383000e-03,2.760000,1.383000e-03,0.018000,1.383000e-03,2.160000,
1.383500e-03,2.720000,1.383500e-03,0.028000,1.383500e-03,2.160000,
1.384000e-03,2.720000,1.384000e-03,0.000000,1.384000e-03,2.160000,
1.384500e-03,2.720000,1.384500e-03,0.000000,1.384500e-03,2.160000,
1.385000e-03,2.760000,1.385000e-03,0.000000,1.385000e-03,2.160000,
1.385500e-03,2.720000,1.385500e-03,0.018000,1.385500e-03,2.160000,
1.386000e-03,2.720000,1.386000e-03,0.006000,1.386000e-03,2.160000,
1.386500e-03,2.760000,1.386500e-03,0.018000,1.386500e-03,2.160000,
1.387000e-03,2.760000,1.387000e-03,0.030000,1.387000e-03,2.160000,
1.387500e-03,2.720000,1.387500e-03,0.034000,1.387500e-03,2.160000,
1.388000e-03,2.720000,1.388000e-03,0.030000,1.388000e-03,2.160000,
1.388500e-03,2.720000,1.388500e-03,0.022000,1.388500e-03,2.080000,
1.389000e-03,2.720000,1.389000e-03,0.030000,1.389000e-03,2.160000,
1.389500e-03,2.720000,1.389500e-03,0.010000,1.389500e-03,2.160000,
1.390000e-03,2.720000,1.390000e-03,0.022000,1.390000e-03,2.160000,
1.390500e-03,2.720000,1.390500e-03,0.022000,1.390500e-03,2.160000,
1.391000e-03,2.720000,1.391000e-03,0.002000,1.391000e-03,2.160000,
1.391500e-03,2.720000,1.391500e-03,0.022000,1.391500e-03,2.160000,
1.392000e-03,2.720000,1.392000e-03,0.004000,1.392000e-03,2.160000,
1.392500e-03,2.760000,1.392500e-03,0.010000,1.392500e-03,2.160000,
1.393000e-03,2.720000,1.393000e-03,0.014000,1.393000e-03,2.160000,
1.393500e-03,2.720000,1.393500e-03,0.038000,1.393500e-03,2.160000,
1.394000e-03,2.760000,1.394000e-03,0.028000,1.394000e-03,2.160000,
1.394500e-03,2.720000,1.394500e-03,0.030000,1.394500e-03,2.160000,
1.395000e-03,2.760000,1.395000e-03,0.036000,1.395000e-03,2.160000,
1.395500e-03,2.760000,1.395500e-03,0.014000,1.395500e-03,2.160000,
1.396000e-03,2.760000,1.396000e-03,0.028000,1.396000e-03,2.160000,
1.396500e-03,2.720000,1.396500e-03,0.022000,1.396500e-03,2.160000,
1.397000e-03,2.720000,1.397000e-03,0.022000,1.397000e-03,2.160000,
1.397500e-03,2.760000,1.397500e-03,0.012000,1.397500e-03,2.160000,
1.398000e-03,2.720000,1.398000e-03,0.026000,1.398000e-03,2.160000,
1.398500e-03,2.720000,1.398500e-03,0.034000,1.398500e-03,2.160000,
1.399000e-03,2.720000,1.399000e-03,0.020000,1.399000e-03,2.160000,
1.399500e-03,2.720000,1.399500e-03,0.020000,1.399500e-03,2.160000,
1.400000e-03,2.720000,1.400000e-03,0.020000,1.400000e-03,2.160000,
1.400500e-03,2.760000,1.400500e-03,0.034000,1.400500e-03,2.160000,
1.401000e-03,2.760000,1.401000e-03,0.028000,1.401000e-03,2.160000,
1.401500e-03,2.720000,1.401500e-03,0.022000,1.401500e-03,2.160000,
1.402000e-03,2.720000,1.402000e-03,0.022000,1.402000e-03,2.160000,
1.402500e-03,2.720000,1.402500e-03,0.030000,1.402500e-03,2.160000,
1.403000e-03,2.720000,1.403000e-03,0.014000,1.403000e-03,2.160000,
1.403500e-03,2.720000,1.403500e-03,0.036000,1.403500e-03,2.160000,
1.404000e-03,2.720000,1.404000e-03,0.040000,1.404000e-03,2.160000,
1.404500e-03,2.760000,1.404500e-03,0.018000,1.404500e-03,2.160000,
1.405000e-03,2.760000,1.405000e-03,0.026000,1.405000e-03,2.160000,
1.405500e-03,2.720000,1.405500e-03,0.044000,1.405500e-03,2.160000,
1.406000e-03,2.720000,1.406000e-03,0.038000,1.406000e-03,2.160000,
1.406500e-03,2.720000,1.406500e-03,0.030000,1.406500e-03,2.160000,
1.407000e-03,2.720000,1.407000e-03,0.026000,1.407000e-03,2.160000,
1.407500e-03,2.760000,1.407500e-03,0.022000,1.407500e-03,2.160000,
1.408000e-03,2.720000,1.408000e-03,0.040000,1.408000e-03,2.160000,
1.408500e-03,2.760000,1.408500e-03,0.022000,1.408500e-03,2.160000,
1.409000e-03,2.760000,1.409000e-03,0.018000,1.409000e-03,2.160000,
1.409500e-03,2.720000,1.409500e-03,0.026000,1.409500e-03,2.160000,
1.410000e-03,2.760000,1.410000e-03,0.022000,1.410000e-03,2.160000,
1.410500e-03,2.760000,1.410500e-03,0.030000,1.410500e-03,2.160000,
1.411000e-03,2.760000,1.411000e-03,0.022000,1.411000e-03,2.160000,
1.411500e-03,2.720000,1.411500e-03,0.040000,1.411500e-03,2.160000,
1.412000e-03,2.720000,1.412000e-03,0.010000,1.412000e-03,2.160000,
1.412500e-03,2.760000,1.412500e-03,0.034000,1.412500e-03,2.160000,
1.413000e-03,2.760000,1.413000e-03,0.040000,1.413000e-03,2.160000,
1.413500e-03,2.760000,1.413500e-03,0.036000,1.413500e-03,2.160000,
1.414000e-03,2.760000,1.414000e-03,0.010000,1.414000e-03,2.160000,
1.414500e-03,2.760000,1.414500e-03,0.040000,1.414500e-03,2.160000,
